T,U,1/T,R,lnR
273.15,0.0,0.0036609921288669233,30714.7,10.332496646335612
301.15,0.05704,0.003320604349991699,9184.03482504166,9.125221910477427
318.45,0.07825,0.0031402103940964044,4488.277014531044,8.40922416867808
327.15,0.08481,0.0030567018187375823,3241.9079362647476,8.083917304688448
337.15,0.09063,0.002966038855109002,2204.0293557506325,7.698042489490199
347.15,0.09476000000000001,0.0028805991646262425,1503.1431181959545,7.3153136069069395
357.15,0.09756000000000001,0.0027999440011199778,1043.7551208285379,6.9505801823360605
367.15,0.09953000000000001,0.0027236824186299877,727.8659050966598,6.590116834934668
373.15,0.1006,0.0026798874447273215,558.7565217391326,6.3257138178760055
